# of Solutions,avg. Solution Length,Time (micro-seconds),Median Solution Length, Median Set Value,Sum of Set,Target Value,SpecificSolutionLength,SpecificSolutionMedian,Occurence
0,0.0000,278,0,408,0,0,17,489,
0,0.0000,2777,0,568,0,0,17,466,
0,0.0000,662,0,414,0,0,17,310,
0,0.0000,874,0,478,0,0,17,317,
0,0.0000,114,0,549,0,0,18,331,
0,0.0000,1157,0,664,0,0,18,563,
0,0.0000,727,0,301,0,0,18,256,
0,0.0000,625,0,378,0,0,18,344,
0,0.0000,2134,0,554,0,0,18,482,
0,0.0000,177,0,663,0,0,18,343,
0,0.0000,869,0,510,0,0,19,298,
0,0.0000,423,0,436,0,0,19,365,
0,0.0000,286,0,357,0,0,19,317,
0,0.0000,269,0,473,0,0,19,366,
0,0.0000,1174,0,444,0,0,19,443,
0,0.0000,929,0,311,0,0,19,267,
0,0.0000,893,0,566,0,0,20,325,
0,0.0000,290,0,635,0,0,20,215,
0,0.0000,95,0,568,0,0,20,395,
0,0.0000,267,0,498,0,0,20,348,
0,0.0000,623,0,567,0,0,20,241,
0,0.0000,446,0,688,0,0,20,209,
0,0.0000,321,0,556,0,0,21,381,
0,0.0000,348,0,488,0,0,21,371,
0,0.0000,769,0,388,0,0,21,240,
0,0.0000,7,0,893,0,0,0,0,
0,0.0000,8,0,353,0,0,0,0,
0,0.0000,8,0,375,0,0,0,0,
0,0.0000,8,0,372,0,0,0,0,
0,0.0000,8,0,144,0,0,0,0,
0,0.0000,7,0,500,0,0,0,0,
0,0.0000,8,0,555,0,0,0,0,
0,0.0000,11,0,694,0,0,0,0,
0,0.0000,11,0,678,0,0,0,0,
0,0.0000,10,0,845,0,0,0,0,
0,0.0000,10,0,645,0,0,0,0,
0,0.0000,10,0,365,0,0,0,0,
0,0.0000,10,0,488,0,0,0,0,
0,0.0000,44,0,236,0,0,0,0,
0,0.0000,40,0,332,0,0,0,0,
0,0.0000,43,0,686,0,0,0,0,
0,0.0000,57,0,512,0,0,0,0,
0,0.0000,43,0,422,0,0,0,0,
0,0.0000,30,0,369,0,0,0,0,
0,0.0000,42,0,500,0,0,0,0,
0,0.0000,70,0,274,0,0,0,0,
0,0.0000,69,0,620,0,0,0,0,
0,0.0000,43,0,413,0,0,0,0,
0,0.0000,28,0,598,0,0,0,0,
0,0.0000,28,0,468,0,0,0,0,
0,0.0000,99,0,195,0,0,0,0,
0,0.0000,78,0,348,0,0,0,0,
0,0.0000,82,0,435,0,0,0,0,
0,0.0000,69,0,394,0,0,0,0,
0,0.0000,68,0,286,0,0,0,0,
0,0.0000,68,0,528,0,0,0,0,
0,0.0000,64,0,304,0,0,10,470,
0,0.0000,148,0,728,0,0,0,0,
0,0.0000,126,0,733,0,0,0,0,
0,0.0000,145,0,577,0,0,0,0,
0,0.0000,174,0,409,0,0,0,0,
0,0.0000,61,0,542,0,0,10,278,
0,0.0000,356,0,407,0,0,0,0,
0,0.0000,241,0,341,0,0,0,0,
0,0.0000,31,0,509,0,0,11,508,
0,0.0000,242,0,513,0,0,0,0,
0,0.0000,223,0,383,0,0,0,0,
0,0.0000,222,0,478,0,0,0,0,
0,0.0000,441,0,656,0,0,12,216,
0,0.0000,190,0,315,0,0,12,401,
0,0.0000,249,0,457,0,0,12,508,
0,0.0000,453,0,710,0,0,0,0,
0,0.0000,115,0,311,0,0,12,249,
0,0.0000,189,0,669,0,0,12,720,
0,0.0000,314,0,446,0,0,13,242,
0,0.0000,250,0,352,0,0,13,352,
0,0.0000,963,0,301,0,0,13,270,
0,0.0000,160,0,328,0,0,13,393,
0,0.0000,88,0,569,0,0,13,414,
0,0.0000,332,0,358,0,0,13,437,
0,0.0000,2145,0,663,0,0,0,0,
0,0.0000,146,0,360,0,0,14,490,
0,0.0000,182,0,583,0,0,14,583,
0,0.0000,459,0,679,0,0,14,366,
0,0.0000,2187,0,548,0,0,0,0,
0,0.0000,1200,0,426,0,0,14,439,
0,0.0000,230,0,656,0,0,15,610,
0,0.0000,354,0,488,0,0,15,409,
0,0.0000,2124,0,482,0,0,15,236,
0,0.0000,28,0,585,0,0,15,516,
0,0.0000,268,0,365,0,0,15,365,
0,0.0000,217,0,481,0,0,15,191,
0,0.0000,106,0,473,0,0,16,319,
0,0.0000,201,0,405,0,0,16,340,
0,0.0000,763,0,573,0,0,16,368,
0,0.0000,476,0,268,0,0,16,232,
0,0.0000,97,0,658,0,0,16,526,
0,0.0000,5177,0,567,0,0,16,418,
0,0.0000,1822,0,164,0,0,17,108,
0,0.0000,83,0,706,0,0,17,367,
0,0.0000,1752,0,408,0,0,17,312,
0,0.0000,140,0,568,0,0,17,450,
0,0.0000,2993,0,414,0,0,17,414,
0,0.0000,335,0,478,0,0,17,345,
0,0.0000,474,0,549,0,0,18,489,
0,0.0000,178,0,664,0,0,18,563,
0,0.0000,1815,0,301,0,0,18,267,
0,0.0000,489,0,378,0,0,18,278,
0,0.0000,975,0,554,0,0,18,477,
0,0.0000,316,0,663,0,0,18,343,
0,0.0000,154,0,510,0,0,19,317,
0,0.0000,786,0,436,0,0,19,302,
0,0.0000,495,0,357,0,0,19,257,
0,0.0000,774,0,473,0,0,19,278,
0,0.0000,199,0,444,0,0,19,430,
0,0.0000,286,0,311,0,0,19,207,
0,0.0000,514,0,566,0,0,20,522,
0,0.0000,1559,0,635,0,0,20,215,
0,0.0000,89,0,568,0,0,20,327,
0,0.0000,4328,0,498,0,0,20,432,
0,0.0000,606,0,567,0,0,20,319,
0,0.0000,42,0,688,0,0,20,384,
0,0.0000,405,0,556,0,0,21,381,
0,0.0000,224,0,488,0,0,21,303,
0,0.0000,306,0,388,0,0,21,240,
0,0.0000,9,0,893,0,0,0,0,
0,0.0000,10,0,353,0,0,0,0,
0,0.0000,9,0,375,0,0,0,0,
0,0.0000,28,0,372,0,0,0,0,
0,0.0000,7,0,144,0,0,0,0,
0,0.0000,7,0,500,0,0,0,0,
0,0.0000,11,0,555,0,0,0,0,
0,0.0000,33,0,694,0,0,0,0,
0,0.0000,34,0,678,0,0,0,0,
0,0.0000,33,0,845,0,0,0,0,
0,0.0000,33,0,645,0,0,0,0,
0,0.0000,12,0,365,0,0,0,0,
0,0.0000,32,0,488,0,0,0,0,
0,0.0000,23,0,236,0,0,0,0,
0,0.0000,35,0,332,0,0,0,0,
0,0.0000,18,0,686,0,0,0,0,
0,0.0000,17,0,512,0,0,0,0,
0,0.0000,31,0,422,0,0,0,0,
0,0.0000,31,0,369,0,0,0,0,
0,0.0000,29,0,500,0,0,0,0,
0,0.0000,35,0,274,0,0,0,0,
0,0.0000,29,0,620,0,0,0,0,
0,0.0000,42,0,413,0,0,0,0,
0,0.0000,47,0,598,0,0,0,0,
0,0.0000,28,0,468,0,0,0,0,
0,0.0000,55,0,195,0,0,0,0,
0,0.0000,69,0,348,0,0,0,0,
0,0.0000,55,0,435,0,0,0,0,
0,0.0000,70,0,394,0,0,0,0,
0,0.0000,69,0,286,0,0,0,0,
0,0.0000,59,0,528,0,0,0,0,
0,0.0000,143,0,304,0,0,0,0,
0,0.0000,112,0,728,0,0,0,0,
0,0.0000,11,0,733,0,0,10,733,
0,0.0000,142,0,577,0,0,0,0,
0,0.0000,139,0,409,0,0,0,0,
0,0.0000,128,0,542,0,0,0,0,
0,0.0000,248,0,407,0,0,0,0,
0,0.0000,250,0,341,0,0,0,0,
0,0.0000,62,0,509,0,0,11,509,
0,0.0000,385,0,513,0,0,0,0,
0,0.0000,342,0,383,0,0,0,0,
0,0.0000,350,0,478,0,0,0,0,
0,0.0000,657,0,656,0,0,0,0,
0,0.0000,443,0,315,0,0,12,236,
0,0.0000,236,0,457,0,0,12,457,
0,0.0000,643,0,710,0,0,0,0,
0,0.0000,353,0,311,0,0,12,440,
0,0.0000,919,0,669,0,0,0,0,
0,0.0000,1296,0,446,0,0,0,0,
0,0.0000,109,0,352,0,0,13,502,
0,0.0000,585,0,301,0,0,13,301,
0,0.0000,447,0,328,0,0,13,328,
0,0.0000,119,0,569,0,0,13,517,
0,0.0000,1281,0,358,0,0,0,0,
0,0.0000,2043,0,663,0,0,0,0,
0,0.0000,734,0,360,0,0,14,255,
0,0.0000,684,0,583,0,0,14,266,
0,0.0000,3051,0,679,0,0,0,0,
0,0.0000,347,0,548,0,0,14,398,
0,0.0000,582,0,426,0,0,14,269,
0,0.0000,310,0,656,0,0,15,838,
0,0.0000,544,0,488,0,0,15,409,
0,0.0000,302,0,482,0,0,15,372,
0,0.0000,365,0,585,0,0,15,503,
0,0.0000,225,0,365,0,0,15,306,
0,0.0000,127,0,481,0,0,15,580,
0,0.0000,157,0,473,0,0,16,395,
0,0.0000,353,0,405,0,0,16,335,
0,0.0000,353,0,573,0,0,16,510,
0,0.0000,282,0,268,0,0,16,448,
0,0.0000,8566,0,658,0,0,0,0,
0,0.0000,712,0,567,0,0,16,601,
0,0.0000,1829,0,164,0,0,17,98,
0,0.0000,349,0,706,0,0,17,350,
0,0.0000,259,0,408,0,0,17,283,
0,0.0000,18265,0,568,0,0,0,0,
0,0.0000,1020,0,414,0,0,17,414,
0,0.0000,662,0,478,0,0,17,523,
0,0.0000,1027,0,549,0,0,18,489,
0,0.0000,1004,0,664,0,0,18,756,
0,0.0000,553,0,301,0,0,18,267,
0,0.0000,941,0,378,0,0,18,468,
0,0.0000,295,0,554,0,0,18,378,
0,0.0000,1978,0,663,0,0,18,81,
0,0.0000,380,0,510,0,0,19,317,
0,0.0000,163,0,436,0,0,19,328,
0,0.0000,1138,0,357,0,0,19,257,
0,0.0000,64,0,473,0,0,19,366,
0,0.0000,292,0,444,0,0,19,444,
0,0.0000,2249,0,311,0,0,19,368,
0,0.0000,326,0,566,0,0,20,460,
0,0.0000,390,0,635,0,0,20,215,
0,0.0000,363,0,568,0,0,20,395,
0,0.0000,65,0,498,0,0,20,270,
0,0.0000,685,0,567,0,0,20,319,
0,0.0000,358,0,688,0,0,20,209,
0,0.0000,129,0,556,0,0,21,456,
0,0.0000,658,0,488,0,0,21,303,
0,0.0000,562,0,388,0,0,21,240,
0,0.0000,7,0,893,0,0,0,0,
0,0.0000,22,0,353,0,0,0,0,
0,0.0000,9,0,375,0,0,0,0,
0,0.0000,13,0,372,0,0,0,0,
0,0.0000,22,0,144,0,0,0,0,
0,0.0000,8,0,500,0,0,0,0,
0,0.0000,22,0,555,0,0,0,0,
0,0.0000,11,0,694,0,0,0,0,
0,0.0000,11,0,678,0,0,0,0,
0,0.0000,11,0,845,0,0,0,0,
0,0.0000,11,0,645,0,0,0,0,
0,0.0000,18,0,365,0,0,0,0,
0,0.0000,24,0,488,0,0,0,0,
0,0.0000,28,0,236,0,0,0,0,
0,0.0000,25,0,332,0,0,0,0,
0,0.0000,39,0,686,0,0,0,0,
0,0.0000,38,0,512,0,0,0,0,
0,0.0000,24,0,422,0,0,0,0,
0,0.0000,25,0,369,0,0,0,0,
0,0.0000,58,0,500,0,0,0,0,
0,0.0000,56,0,274,0,0,0,0,
0,0.0000,57,0,620,0,0,0,0,
0,0.0000,41,0,413,0,0,0,0,
0,0.0000,6,0,598,0,0,8,488,
0,0.0000,44,0,468,0,0,0,0,
0,0.0000,121,0,195,0,0,0,0,
0,0.0000,77,0,348,0,0,0,0,
0,0.0000,64,0,435,0,0,9,435,
0,0.0000,96,0,394,0,0,0,0,
0,0.0000,76,0,286,0,0,0,0,
0,0.0000,92,0,528,0,0,0,0,
0,0.0000,169,0,304,0,0,0,0,
0,0.0000,199,0,728,0,0,0,0,
0,0.0000,194,0,733,0,0,0,0,
0,0.0000,182,0,577,0,0,0,0,
0,0.0000,159,0,409,0,0,0,0,
0,0.0000,163,0,542,0,0,0,0,
0,0.0000,276,0,407,0,0,0,0,
0,0.0000,239,0,341,0,0,0,0,
0,0.0000,237,0,509,0,0,0,0,
0,0.0000,239,0,513,0,0,0,0,
0,0.0000,80,0,383,0,0,11,353,
0,0.0000,250,0,478,0,0,0,0,
0,0.0000,86,0,656,0,0,12,216,
0,0.0000,475,0,315,0,0,0,0,
0,0.0000,465,0,457,0,0,0,0,
0,0.0000,237,0,710,0,0,12,820,
0,0.0000,458,0,311,0,0,0,0,
0,0.0000,124,0,669,0,0,12,776,
0,0.0000,889,0,446,0,0,0,0,
0,0.0000,98,0,352,0,0,13,268,
0,0.0000,453,0,301,0,0,13,201,
0,0.0000,464,0,328,0,0,13,54,
0,0.0000,1021,0,569,0,0,0,0,
0,0.0000,1217,0,358,0,0,0,0,
0,0.0000,2032,0,663,0,0,0,0,
0,0.0000,409,0,360,0,0,14,255,
0,0.0000,1872,0,583,0,0,0,0,
0,0.0000,941,0,679,0,0,14,927,
0,0.0000,84,0,548,0,0,14,398,
0,0.0000,467,0,426,0,0,14,297,
0,0.0000,58,0,656,0,0,15,586,
0,0.0000,1287,0,488,0,0,15,301,
0,0.0000,94,0,482,0,0,15,236,
0,0.0000,871,0,585,0,0,15,516,
0,0.0000,1315,0,365,0,0,15,365,
0,0.0000,131,0,481,0,0,15,223,
0,0.0000,655,0,473,0,0,16,319,
0,0.0000,120,0,405,0,0,16,335,
0,0.0000,173,0,573,0,0,16,573,
0,0.0000,960,0,268,0,0,16,448,
0,0.0000,792,0,658,0,0,16,442,
0,0.0000,378,0,567,0,0,16,330,
0,0.0000,1437,0,164,0,0,17,164,
0,0.0000,16707,0,706,0,0,0,0,
0,0.0000,802,0,408,0,0,17,312,
0,0.0000,2490,0,568,0,0,17,447,
0,0.0000,465,0,414,0,0,17,211,
0,0.0000,448,0,478,0,0,17,345,
0,0.0000,78,0,549,0,0,18,331,
0,0.0000,101,0,664,0,0,18,563,
0,0.0000,811,0,301,0,0,18,267,
0,0.0000,509,0,378,0,0,18,278,
0,0.0000,1155,0,554,0,0,18,482,
0,0.0000,152,0,663,0,0,18,501,
0,0.0000,434,0,510,0,0,19,298,
0,0.0000,1775,0,436,0,0,19,302,
0,0.0000,407,0,357,0,0,19,257,
0,0.0000,138,0,473,0,0,19,278,
0,0.0000,126,0,444,0,0,19,375,
0,0.0000,688,0,311,0,0,19,207,
0,0.0000,254,0,566,0,0,20,499,
0,0.0000,147,0,635,0,0,20,354,
0,0.0000,718,0,568,0,0,20,494,
0,0.0000,228,0,498,0,0,20,348,
0,0.0000,668,0,567,0,0,20,437,
0,0.0000,35,0,688,0,0,20,384,
0,0.0000,485,0,556,0,0,21,381,
0,0.0000,161,0,488,0,0,21,303,
0,0.0000,811,0,388,0,0,21,240,
0,0.0000,9,0,893,0,0,0,0,
0,0.0000,10,0,353,0,0,0,0,
0,0.0000,9,0,375,0,0,0,0,
0,0.0000,9,0,372,0,0,0,0,
0,0.0000,13,0,144,0,0,0,0,
0,0.0000,22,0,500,0,0,0,0,
0,0.0000,10,0,555,0,0,0,0,
0,0.0000,10,0,694,0,0,0,0,
0,0.0000,10,0,678,0,0,0,0,
0,0.0000,10,0,845,0,0,0,0,
0,0.0000,9,0,645,0,0,0,0,
0,0.0000,23,0,365,0,0,0,0,
0,0.0000,9,0,488,0,0,0,0,
0,0.0000,31,0,236,0,0,0,0,
0,0.0000,16,0,332,0,0,0,0,
0,0.0000,16,0,686,0,0,0,0,
0,0.0000,15,0,512,0,0,0,0,
0,0.0000,39,0,422,0,0,0,0,
0,0.0000,22,0,369,0,0,0,0,
0,0.0000,38,0,500,0,0,0,0,
0,0.0000,33,0,274,0,0,0,0,
0,0.0000,65,0,620,0,0,0,0,
0,0.0000,29,0,413,0,0,0,0,
0,0.0000,36,0,598,0,0,0,0,
0,0.0000,42,0,468,0,0,0,0,
0,0.0000,53,0,195,0,0,0,0,
0,0.0000,68,0,348,0,0,0,0,
0,0.0000,67,0,435,0,0,0,0,
0,0.0000,67,0,394,0,0,0,0,
0,0.0000,71,0,286,0,0,0,0,
0,0.0000,67,0,528,0,0,0,0,
0,0.0000,94,0,304,0,0,10,349,
0,0.0000,134,0,728,0,0,0,0,
0,0.0000,78,0,733,0,0,10,583,
0,0.0000,136,0,577,0,0,0,0,
0,0.0000,141,0,409,0,0,0,0,
0,0.0000,119,0,542,0,0,0,0,
0,0.0000,267,0,407,0,0,0,0,
0,0.0000,135,0,341,0,0,11,350,
0,0.0000,89,0,509,0,0,11,515,
0,0.0000,225,0,513,0,0,0,0,
0,0.0000,242,0,383,0,0,0,0,
0,0.0000,247,0,478,0,0,0,0,
0,0.0000,450,0,656,0,0,0,0,
0,0.0000,501,0,315,0,0,0,0,
0,0.0000,163,0,457,0,0,12,508,
0,0.0000,344,0,710,0,0,12,883,
0,0.0000,355,0,311,0,0,12,311,
0,0.0000,487,0,669,0,0,0,0,
0,0.0000,176,0,446,0,0,13,455,
0,0.0000,167,0,352,0,0,13,352,
0,0.0000,214,0,301,0,0,13,201,
0,0.0000,821,0,328,0,0,13,393,
0,0.0000,903,0,569,0,0,0,0,
0,0.0000,91,0,358,0,0,13,343,
0,0.0000,1916,0,663,0,0,0,0,
0,0.0000,1237,0,360,0,0,14,360,
0,0.0000,175,0,583,0,0,14,483,
0,0.0000,518,0,679,0,0,14,679,
0,0.0000,71,0,548,0,0,14,398,
0,0.0000,427,0,426,0,0,14,439,
0,0.0000,197,0,656,0,0,15,610,
0,0.0000,348,0,488,0,0,15,301,
0,0.0000,1212,0,482,0,0,15,482,
0,0.0000,80,0,585,0,0,15,503,
0,0.0000,523,0,365,0,0,15,764,
0,0.0000,501,0,481,0,0,15,223,
0,0.0000,253,0,473,0,0,16,300,
0,0.0000,96,0,405,0,0,16,340,
0,0.0000,362,0,573,0,0,16,368,
0,0.0000,581,0,268,0,0,16,241,
0,0.0000,4040,0,658,0,0,16,442,
0,0.0000,496,0,567,0,0,16,287,
0,0.0000,1298,0,164,0,0,17,98,
0,0.0000,20,0,706,0,0,17,558,
0,0.0000,724,0,408,0,0,17,521,
0,0.0000,325,0,568,0,0,17,497,
0,0.0000,3614,0,414,0,0,17,310,
0,0.0000,601,0,478,0,0,17,317,
0,0.0000,245,0,549,0,0,18,338,
0,0.0000,1086,0,664,0,0,18,563,
0,0.0000,534,0,301,0,0,18,549,
0,0.0000,1975,0,378,0,0,18,596,
0,0.0000,9493,0,554,0,0,18,482,
0,0.0000,427,0,663,0,0,18,501,
0,0.0000,495,0,510,0,0,19,317,
0,0.0000,142,0,436,0,0,19,365,
0,0.0000,622,0,357,0,0,19,257,
0,0.0000,549,0,473,0,0,19,453,
0,0.0000,214,0,444,0,0,19,375,
0,0.0000,556,0,311,0,0,19,294,
0,0.0000,489,0,566,0,0,20,460,
0,0.0000,508,0,635,0,0,20,292,
0,0.0000,2687,0,568,0,0,20,506,
0,0.0000,496,0,498,0,0,20,498,
0,0.0000,362,0,567,0,0,20,360,
0,0.0000,97,0,688,0,0,20,522,
0,0.0000,104,0,556,0,0,21,383,
0,0.0000,402,0,488,0,0,21,371,
0,0.0000,2932,0,388,0,0,21,325,
0,0.0000,7,0,893,0,0,0,0,
0,0.0000,8,0,353,0,0,0,0,
0,0.0000,7,0,375,0,0,0,0,
0,0.0000,7,0,372,0,0,0,0,
0,0.0000,7,0,144,0,0,0,0,
0,0.0000,28,0,500,0,0,0,0,
0,0.0000,7,0,555,0,0,0,0,
0,0.0000,9,0,694,0,0,0,0,
0,0.0000,9,0,678,0,0,0,0,
0,0.0000,12,0,845,0,0,0,0,
0,0.0000,28,0,645,0,0,0,0,
0,0.0000,34,0,365,0,0,0,0,
0,0.0000,17,0,488,0,0,0,0,
0,0.0000,26,0,236,0,0,0,0,
0,0.0000,22,0,332,0,0,0,0,
0,0.0000,32,0,686,0,0,0,0,
0,0.0000,31,0,512,0,0,0,0,
0,0.0000,30,0,422,0,0,0,0,
0,0.0000,17,0,369,0,0,0,0,
0,0.0000,42,0,500,0,0,0,0,
0,0.0000,41,0,274,0,0,0,0,
0,0.0000,55,0,620,0,0,0,0,
0,0.0000,56,0,413,0,0,0,0,
0,0.0000,8,0,598,0,0,8,598,
0,0.0000,28,0,468,0,0,0,0,
0,0.0000,68,0,195,0,0,0,0,
0,0.0000,43,0,348,0,0,9,348,
0,0.0000,73,0,435,0,0,0,0,
0,0.0000,67,0,394,0,0,0,0,
0,0.0000,67,0,286,0,0,0,0,
0,0.0000,71,0,528,0,0,0,0,
0,0.0000,151,0,304,0,0,10,206,
0,0.0000,142,0,728,0,0,0,0,
0,0.0000,127,0,733,0,0,0,0,
0,0.0000,125,0,577,0,0,0,0,
0,0.0000,158,0,409,0,0,0,0,
0,0.0000,154,0,542,0,0,0,0,
0,0.0000,47,0,407,0,0,11,546,
0,0.0000,112,0,341,0,0,11,319,
0,0.0000,322,0,509,0,0,0,0,
0,0.0000,35,0,513,0,0,11,513,
0,0.0000,231,0,383,0,0,0,0,
0,0.0000,407,0,478,0,0,11,465,
0,0.0000,498,0,656,0,0,0,0,
0,0.0000,548,0,315,0,0,0,0,
0,0.0000,548,0,457,0,0,0,0,
0,0.0000,463,0,710,0,0,0,0,
0,0.0000,164,0,311,0,0,12,497,
0,0.0000,498,0,669,0,0,0,0,
0,0.0000,715,0,446,0,0,13,455,
0,0.0000,308,0,352,0,0,13,352,
0,0.0000,420,0,301,0,0,13,395,
0,0.0000,497,0,328,0,0,13,225,
0,0.0000,1891,0,569,0,0,0,0,
0,0.0000,366,0,358,0,0,13,343,
0,0.0000,227,0,663,0,0,14,684,
0,0.0000,1663,0,360,0,0,14,255,
0,0.0000,1944,0,583,0,0,0,0,
0,0.0000,176,0,679,0,0,14,366,
0,0.0000,387,0,548,0,0,14,548,
0,0.0000,233,0,426,0,0,14,426,
0,0.0000,1528,0,656,0,0,15,404,
0,0.0000,472,0,488,0,0,15,515,
0,0.0000,285,0,482,0,0,15,585,
0,0.0000,1392,0,585,0,0,15,516,
0,0.0000,215,0,365,0,0,15,306,
0,0.0000,107,0,481,0,0,15,296,
0,0.0000,618,0,473,0,0,16,319,
0,0.0000,766,0,405,0,0,16,335,
0,0.0000,3028,0,573,0,0,16,337,
0,0.0000,468,0,268,0,0,16,241,
0,0.0000,2264,0,658,0,0,16,396,
0,0.0000,166,0,567,0,0,16,330,
0,0.0000,1154,0,164,0,0,17,426,
0,0.0000,237,0,706,0,0,17,345,
0,0.0000,602,0,408,0,0,17,312,
0,0.0000,250,0,568,0,0,17,466,
0,0.0000,542,0,414,0,0,17,310,
0,0.0000,965,0,478,0,0,17,195,
0,0.0000,162,0,549,0,0,18,489,
0,0.0000,1573,0,664,0,0,18,664,
0,0.0000,699,0,301,0,0,18,244,
0,0.0000,2419,0,378,0,0,18,582,
0,0.0000,158,0,554,0,0,18,477,
0,0.0000,442,0,663,0,0,18,343,
0,0.0000,146,0,510,0,0,19,317,
0,0.0000,572,0,436,0,0,19,436,
0,0.0000,307,0,357,0,0,19,317,
0,0.0000,540,0,473,0,0,19,473,
0,0.0000,273,0,444,0,0,19,291,
0,0.0000,1263,0,311,0,0,19,311,
0,0.0000,1779,0,566,0,0,20,325,
0,0.0000,333,0,635,0,0,20,354,
0,0.0000,1809,0,568,0,0,20,385,
0,0.0000,200,0,498,0,0,20,270,
0,0.0000,881,0,567,0,0,20,319,
0,0.0000,443,0,688,0,0,20,522,
0,0.0000,1396,0,556,0,0,21,432,
0,0.0000,583,0,488,0,0,21,303,
0,0.0000,574,0,388,0,0,21,325,
0,0.0000,21,0,893,0,0,0,0,
0,0.0000,31,0,353,0,0,0,0,
0,0.0000,9,0,375,0,0,0,0,
0,0.0000,8,0,372,0,0,0,0,
0,0.0000,9,0,144,0,0,0,0,
0,0.0000,22,0,500,0,0,0,0,
0,0.0000,29,0,555,0,0,0,0,
0,0.0000,32,0,694,0,0,0,0,
0,0.0000,29,0,678,0,0,0,0,
0,0.0000,32,0,845,0,0,0,0,
0,0.0000,32,0,645,0,0,0,0,
0,0.0000,31,0,365,0,0,0,0,
0,0.0000,32,0,488,0,0,0,0,
0,0.0000,37,0,236,0,0,0,0,
0,0.0000,18,0,332,0,0,0,0,
0,0.0000,18,0,686,0,0,0,0,
0,0.0000,19,0,512,0,0,0,0,
0,0.0000,20,0,422,0,0,0,0,
0,0.0000,39,0,369,0,0,0,0,
0,0.0000,66,0,500,0,0,0,0,
0,0.0000,67,0,274,0,0,0,0,
0,0.0000,34,0,620,0,0,8,699,
0,0.0000,50,0,413,0,0,0,0,
0,0.0000,64,0,598,0,0,0,0,
0,0.0000,49,0,468,0,0,0,0,
0,0.0000,76,0,195,0,0,0,0,
0,0.0000,75,0,348,0,0,0,0,
0,0.0000,94,0,435,0,0,0,0,
0,0.0000,78,0,394,0,0,0,0,
0,0.0000,90,0,286,0,0,0,0,
0,0.0000,76,0,528,0,0,0,0,
0,0.0000,154,0,304,0,0,0,0,
0,0.0000,36,0,728,0,0,10,728,
0,0.0000,141,0,733,0,0,0,0,
0,0.0000,133,0,577,0,0,0,0,
0,0.0000,131,0,409,0,0,0,0,
0,0.0000,182,0,542,0,0,0,0,
0,0.0000,243,0,407,0,0,0,0,
0,0.0000,272,0,341,0,0,0,0,
0,0.0000,276,0,509,0,0,0,0,
0,0.0000,234,0,513,0,0,0,0,
0,0.0000,274,0,383,0,0,0,0,
0,0.0000,369,0,478,0,0,0,0,
0,0.0000,141,0,656,0,0,12,656,
0,0.0000,389,0,315,0,0,12,315,
0,0.0000,498,0,457,0,0,0,0,
0,0.0000,485,0,710,0,0,0,0,
0,0.0000,484,0,311,0,0,0,0,
0,0.0000,509,0,669,0,0,0,0,
0,0.0000,984,0,446,0,0,0,0,
0,0.0000,1010,0,352,0,0,0,0,
0,0.0000,82,0,301,0,0,13,395,
0,0.0000,268,0,328,0,0,13,225,
0,0.0000,1078,0,569,0,0,0,0,
0,0.0000,134,0,358,0,0,13,324,
0,0.0000,77,0,663,0,0,14,661,
0,0.0000,352,0,360,0,0,14,490,
0,0.0000,118,0,583,0,0,14,263,
0,0.0000,82,0,679,0,0,14,382,
0,0.0000,443,0,548,0,0,14,335,
0,0.0000,333,0,426,0,0,14,297,
0,0.0000,137,0,656,0,0,15,586,
0,0.0000,2629,0,488,0,0,15,333,
0,0.0000,347,0,482,0,0,15,341,
0,0.0000,1411,0,585,0,0,15,516,
0,0.0000,265,0,365,0,0,15,306,
0,0.0000,148,0,481,0,0,15,361,
0,0.0000,349,0,473,0,0,16,351,
0,0.0000,628,0,405,0,0,16,405,
0,0.0000,79,0,573,0,0,16,337,
0,0.0000,353,0,268,0,0,16,241,
0,0.0000,111,0,658,0,0,16,526,
0,0.0000,623,0,567,0,0,16,324,
0,0.0000,1028,0,164,0,0,17,426,
0,0.0000,75,0,706,0,0,17,367,
0,0.0000,522,0,408,0,0,17,207,
0,0.0000,363,0,568,0,0,17,497,
0,0.0000,745,0,414,0,0,17,479,
0,0.0000,323,0,478,0,0,17,195,
0,0.0000,408,0,549,0,0,18,389,
0,0.0000,364,0,664,0,0,18,593,
0,0.0000,349,0,301,0,0,18,269,
0,0.0000,1125,0,378,0,0,18,278,
0,0.0000,1046,0,554,0,0,18,482,
0,0.0000,150,0,663,0,0,18,343,
0,0.0000,770,0,510,0,0,19,317,
0,0.0000,842,0,436,0,0,19,374,
0,0.0000,880,0,357,0,0,19,317,
0,0.0000,331,0,473,0,0,19,471,
0,0.0000,297,0,444,0,0,19,291,
0,0.0000,980,0,311,0,0,19,267,
0,0.0000,850,0,566,0,0,20,325,
0,0.0000,204,0,635,0,0,20,292,
0,0.0000,225,0,568,0,0,20,327,
0,0.0000,653,0,498,0,0,20,348,
0,0.0000,606,0,567,0,0,20,319,
0,0.0000,1311,0,688,0,0,20,542,
0,0.0000,649,0,556,0,0,21,492,
0,0.0000,329,0,488,0,0,21,371,
0,0.0000,1727,0,388,0,0,21,332,
0,0.0000,7,0,893,0,0,0,0,
0,0.0000,10,0,353,0,0,0,0,
0,0.0000,7,0,375,0,0,0,0,
0,0.0000,7,0,372,0,0,0,0,
