# of Solutions,avg. Solution Length,Time (micro-seconds),Median Solution Length, Median Set Value,Sum of Set,Target Value,SpecificSolutionLength,SpecificSolutionMedian,Occurence
0,0.0000,205,0,357,0,0,19,257,
0,0.0000,320,0,473,0,0,19,453,
0,0.0000,1414,0,444,0,0,19,346,
0,0.0000,283,0,311,0,0,19,267,
0,0.0000,321,0,566,0,0,20,460,
0,0.0000,80,0,635,0,0,20,292,
0,0.0000,1194,0,568,0,0,20,201,
0,0.0000,570,0,498,0,0,20,435,
0,0.0000,101,0,567,0,0,20,319,
0,0.0000,239,0,688,0,0,20,542,
0,0.0000,290,0,556,0,0,21,383,
0,0.0000,390,0,488,0,0,21,303,
0,0.0000,396,0,388,0,0,21,325,
0,0.0000,7,0,893,0,0,0,0,
0,0.0000,8,0,353,0,0,0,0,
0,0.0000,8,0,375,0,0,0,0,
0,0.0000,34,0,372,0,0,0,0,
0,0.0000,33,0,144,0,0,0,0,
0,0.0000,33,0,500,0,0,0,0,
0,0.0000,33,0,555,0,0,0,0,
0,0.0000,36,0,694,0,0,0,0,
0,0.0000,36,0,678,0,0,0,0,
0,0.0000,37,0,845,0,0,0,0,
0,0.0000,33,0,645,0,0,0,0,
0,0.0000,36,0,365,0,0,0,0,
0,0.0000,9,0,488,0,0,0,0,
0,0.0000,38,0,236,0,0,0,0,
0,0.0000,52,0,332,0,0,0,0,
0,0.0000,39,0,686,0,0,0,0,
0,0.0000,37,0,512,0,0,0,0,
0,0.0000,16,0,422,0,0,0,0,
0,0.0000,33,0,369,0,0,0,0,
0,0.0000,20,0,500,0,0,8,267,
0,0.0000,41,0,274,0,0,0,0,
0,0.0000,31,0,620,0,0,0,0,
0,0.0000,50,0,413,0,0,0,0,
0,0.0000,51,0,598,0,0,0,0,
0,0.0000,46,0,468,0,0,0,0,
0,0.0000,88,0,195,0,0,0,0,
0,0.0000,88,0,348,0,0,0,0,
0,0.0000,75,0,435,0,0,0,0,
0,0.0000,97,0,394,0,0,0,0,
0,0.0000,66,0,286,0,0,0,0,
0,0.0000,88,0,528,0,0,0,0,
0,0.0000,154,0,304,0,0,0,0,
0,0.0000,142,0,728,0,0,0,0,
0,0.0000,38,0,733,0,0,10,566,
0,0.0000,119,0,577,0,0,0,0,
0,0.0000,129,0,409,0,0,0,0,
0,0.0000,137,0,542,0,0,0,0,
0,0.0000,258,0,407,0,0,0,0,
0,0.0000,277,0,341,0,0,0,0,
0,0.0000,246,0,509,0,0,0,0,
0,0.0000,271,0,513,0,0,0,0,
0,0.0000,264,0,383,0,0,0,0,
0,0.0000,249,0,478,0,0,0,0,
0,0.0000,604,0,656,0,0,0,0,
0,0.0000,537,0,315,0,0,0,0,
0,0.0000,598,0,457,0,0,0,0,
0,0.0000,92,0,710,0,0,12,479,
0,0.0000,311,0,311,0,0,12,311,
0,0.0000,381,0,669,0,0,12,261,
0,0.0000,219,0,446,0,0,13,455,
0,0.0000,916,0,352,0,0,0,0,
0,0.0000,401,0,301,0,0,13,123,
0,0.0000,388,0,328,0,0,13,328,
0,0.0000,106,0,569,0,0,13,630,
0,0.0000,103,0,358,0,0,13,343,
0,0.0000,37,0,663,0,0,14,661,
0,0.0000,313,0,360,0,0,14,255,
0,0.0000,1822,0,583,0,0,0,0,
0,0.0000,1800,0,679,0,0,0,0,
0,0.0000,2869,0,548,0,0,0,0,
0,0.0000,142,0,426,0,0,14,439,
0,0.0000,119,0,656,0,0,15,404,
0,0.0000,506,0,488,0,0,15,667,
0,0.0000,205,0,482,0,0,15,341,
0,0.0000,269,0,585,0,0,15,646,
0,0.0000,960,0,365,0,0,15,764,
0,0.0000,815,0,481,0,0,15,296,
0,0.0000,73,0,473,0,0,16,395,
0,0.0000,279,0,405,0,0,16,392,
0,0.0000,286,0,573,0,0,16,368,
0,0.0000,737,0,268,0,0,16,256,
0,0.0000,150,0,658,0,0,16,442,
0,0.0000,567,0,567,0,0,16,567,
0,0.0000,1234,0,164,0,0,17,164,
0,0.0000,16369,0,706,0,0,0,0,
0,0.0000,332,0,408,0,0,17,312,
0,0.0000,22,0,568,0,0,17,447,
0,0.0000,735,0,414,0,0,17,178,
0,0.0000,482,0,478,0,0,17,317,
0,0.0000,334,0,549,0,0,18,489,
0,0.0000,590,0,664,0,0,18,593,
0,0.0000,167,0,301,0,0,18,267,
0,0.0000,360,0,378,0,0,18,344,
0,0.0000,33684,0,554,0,0,0,0,
0,0.0000,453,0,663,0,0,18,663,
0,0.0000,167,0,510,0,0,19,424,
0,0.0000,144,0,436,0,0,19,328,
0,0.0000,435,0,357,0,0,19,317,
0,0.0000,146,0,473,0,0,19,453,
0,0.0000,619,0,444,0,0,19,375,
0,0.0000,1857,0,311,0,0,19,267,
0,0.0000,337,0,566,0,0,20,499,
0,0.0000,1016,0,635,0,0,20,441,
0,0.0000,903,0,568,0,0,20,385,
0,0.0000,424,0,498,0,0,20,270,
0,0.0000,702,0,567,0,0,20,219,
0,0.0000,184,0,688,0,0,20,534,
0,0.0000,144,0,556,0,0,21,381,
0,0.0000,244,0,488,0,0,21,206,
0,0.0000,298,0,388,0,0,21,293,
0,0.0000,20,0,893,0,0,0,0,
0,0.0000,30,0,353,0,0,0,0,
0,0.0000,11,0,375,0,0,0,0,
0,0.0000,31,0,372,0,0,0,0,
0,0.0000,11,0,144,0,0,0,0,
0,0.0000,30,0,500,0,0,0,0,
0,0.0000,7,0,555,0,0,0,0,
0,0.0000,11,0,694,0,0,0,0,
0,0.0000,24,0,678,0,0,0,0,
0,0.0000,33,0,845,0,0,0,0,
0,0.0000,30,0,645,0,0,0,0,
0,0.0000,28,0,365,0,0,0,0,
0,0.0000,29,0,488,0,0,0,0,
0,0.0000,50,0,236,0,0,0,0,
0,0.0000,36,0,332,0,0,0,0,
0,0.0000,36,0,686,0,0,0,0,
0,0.0000,15,0,512,0,0,0,0,
0,0.0000,49,0,422,0,0,0,0,
0,0.0000,22,0,369,0,0,0,0,
0,0.0000,48,0,500,0,0,0,0,
0,0.0000,69,0,274,0,0,0,0,
0,0.0000,54,0,620,0,0,0,0,
0,0.0000,56,0,413,0,0,0,0,
0,0.0000,33,0,598,0,0,0,0,
0,0.0000,7,0,468,0,0,8,428,
0,0.0000,92,0,195,0,0,0,0,
0,0.0000,76,0,348,0,0,0,0,
0,0.0000,92,0,435,0,0,0,0,
0,0.0000,89,0,394,0,0,0,0,
0,0.0000,43,0,286,0,0,9,286,
0,0.0000,75,0,528,0,0,0,0,
0,0.0000,147,0,304,0,0,0,0,
0,0.0000,41,0,728,0,0,10,728,
0,0.0000,141,0,733,0,0,0,0,
0,0.0000,138,0,577,0,0,0,0,
0,0.0000,159,0,409,0,0,0,0,
0,0.0000,158,0,542,0,0,0,0,
0,0.0000,97,0,407,0,0,11,292,
0,0.0000,255,0,341,0,0,11,319,
0,0.0000,38,0,509,0,0,11,508,
0,0.0000,39,0,513,0,0,11,513,
0,0.0000,211,0,383,0,0,11,353,
0,0.0000,162,0,478,0,0,11,691,
0,0.0000,152,0,656,0,0,12,428,
0,0.0000,568,0,315,0,0,0,0,
0,0.0000,585,0,457,0,0,0,0,
0,0.0000,26,0,710,0,0,12,710,
0,0.0000,134,0,311,0,0,12,311,
0,0.0000,226,0,669,0,0,12,598,
0,0.0000,902,0,446,0,0,0,0,
0,0.0000,1046,0,352,0,0,0,0,
0,0.0000,1044,0,301,0,0,13,301,
0,0.0000,321,0,328,0,0,13,328,
0,0.0000,57,0,569,0,0,13,390,
0,0.0000,936,0,358,0,0,0,0,
0,0.0000,79,0,663,0,0,14,459,
0,0.0000,313,0,360,0,0,14,490,
0,0.0000,1940,0,583,0,0,0,0,
0,0.0000,1941,0,679,0,0,0,0,
0,0.0000,2214,0,548,0,0,0,0,
0,0.0000,1851,0,426,0,0,0,0,
0,0.0000,2925,0,656,0,0,15,199,
0,0.0000,60,0,488,0,0,15,301,
0,0.0000,52,0,482,0,0,15,482,
0,0.0000,266,0,585,0,0,15,646,
0,0.0000,557,0,365,0,0,15,306,
0,0.0000,501,0,481,0,0,15,191,
0,0.0000,515,0,473,0,0,16,395,
0,0.0000,710,0,405,0,0,16,480,
0,0.0000,166,0,573,0,0,16,573,
0,0.0000,190,0,268,0,0,16,241,
0,0.0000,564,0,658,0,0,16,526,
0,0.0000,376,0,567,0,0,16,418,
0,0.0000,1265,0,164,0,0,17,426,
0,0.0000,15969,0,706,0,0,0,0,
0,0.0000,382,0,408,0,0,17,283,
0,0.0000,189,0,568,0,0,17,450,
0,0.0000,547,0,414,0,0,17,310,
0,0.0000,387,0,478,0,0,17,523,
0,0.0000,2834,0,549,0,0,18,648,
0,0.0000,4838,0,664,0,0,18,282,
0,0.0000,343,0,301,0,0,18,256,
0,0.0000,2684,0,378,0,0,18,468,
0,0.0000,422,0,554,0,0,18,482,
0,0.0000,66,0,663,0,0,18,474,
0,0.0000,841,0,510,0,0,19,547,
0,0.0000,143,0,436,0,0,19,264,
0,0.0000,182,0,357,0,0,19,257,
0,0.0000,236,0,473,0,0,19,278,
0,0.0000,18299,0,444,0,0,19,443,
0,0.0000,544,0,311,0,0,19,207,
0,0.0000,411,0,566,0,0,20,325,
0,0.0000,346,0,635,0,0,20,215,
0,0.0000,8717,0,568,0,0,20,385,
0,0.0000,205,0,498,0,0,20,370,
0,0.0000,396,0,567,0,0,20,319,
0,0.0000,216,0,688,0,0,20,542,
0,0.0000,186,0,556,0,0,21,381,
0,0.0000,199,0,488,0,0,21,303,
0,0.0000,438,0,388,0,0,21,215,
0,0.0000,9,0,893,0,0,0,0,
0,0.0000,13,0,353,0,0,0,0,
0,0.0000,9,0,375,0,0,0,0,
0,0.0000,8,0,372,0,0,0,0,
0,0.0000,26,0,144,0,0,0,0,
0,0.0000,7,0,500,0,0,0,0,
0,0.0000,7,0,555,0,0,0,0,
0,0.0000,10,0,694,0,0,0,0,
0,0.0000,36,0,678,0,0,0,0,
0,0.0000,37,0,845,0,0,0,0,
0,0.0000,10,0,645,0,0,0,0,
0,0.0000,13,0,365,0,0,0,0,
0,0.0000,26,0,488,0,0,0,0,
0,0.0000,24,0,236,0,0,0,0,
0,0.0000,82,0,332,0,0,0,0,
0,0.0000,40,0,686,0,0,0,0,
0,0.0000,16,0,512,0,0,0,0,
0,0.0000,43,0,422,0,0,0,0,
0,0.0000,42,0,369,0,0,0,0,
0,0.0000,53,0,500,0,0,0,0,
0,0.0000,54,0,274,0,0,0,0,
0,0.0000,53,0,620,0,0,0,0,
0,0.0000,54,0,413,0,0,0,0,
0,0.0000,48,0,598,0,0,0,0,
0,0.0000,27,0,468,0,0,0,0,
0,0.0000,79,0,195,0,0,0,0,
0,0.0000,78,0,348,0,0,0,0,
0,0.0000,44,0,435,0,0,9,532,
0,0.0000,80,0,394,0,0,0,0,
0,0.0000,69,0,286,0,0,9,286,
0,0.0000,66,0,528,0,0,0,0,
0,0.0000,149,0,304,0,0,0,0,
0,0.0000,44,0,728,0,0,10,842,
0,0.0000,146,0,733,0,0,0,0,
0,0.0000,127,0,577,0,0,0,0,
0,0.0000,151,0,409,0,0,10,337,
0,0.0000,160,0,542,0,0,0,0,
0,0.0000,124,0,407,0,0,11,292,
0,0.0000,263,0,341,0,0,0,0,
0,0.0000,274,0,509,0,0,0,0,
0,0.0000,250,0,513,0,0,0,0,
0,0.0000,426,0,383,0,0,0,0,
0,0.0000,305,0,478,0,0,0,0,
0,0.0000,456,0,656,0,0,0,0,
0,0.0000,328,0,315,0,0,12,236,
0,0.0000,517,0,457,0,0,0,0,
0,0.0000,164,0,710,0,0,12,710,
0,0.0000,161,0,311,0,0,12,311,
0,0.0000,518,0,669,0,0,0,0,
0,0.0000,341,0,446,0,0,13,265,
0,0.0000,153,0,352,0,0,13,352,
0,0.0000,247,0,301,0,0,13,123,
0,0.0000,591,0,328,0,0,13,393,
0,0.0000,282,0,569,0,0,13,575,
0,0.0000,170,0,358,0,0,13,379,
0,0.0000,114,0,663,0,0,14,684,
0,0.0000,1865,0,360,0,0,0,0,
0,0.0000,73,0,583,0,0,14,283,
0,0.0000,335,0,679,0,0,14,382,
0,0.0000,2454,0,548,0,0,0,0,
0,0.0000,1812,0,426,0,0,0,0,
0,0.0000,3727,0,656,0,0,0,0,
0,0.0000,138,0,488,0,0,15,488,
0,0.0000,3646,0,482,0,0,0,0,
0,0.0000,762,0,585,0,0,15,408,
0,0.0000,194,0,365,0,0,15,306,
0,0.0000,3788,0,481,0,0,15,191,
0,0.0000,113,0,473,0,0,16,395,
0,0.0000,346,0,405,0,0,16,480,
0,0.0000,89,0,573,0,0,16,287,
0,0.0000,341,0,268,0,0,16,241,
0,0.0000,354,0,658,0,0,16,551,
0,0.0000,448,0,567,0,0,16,324,
0,0.0000,1227,0,164,0,0,17,98,
0,0.0000,2275,0,706,0,0,17,706,
0,0.0000,216,0,408,0,0,17,283,
0,0.0000,46,0,568,0,0,17,447,
0,0.0000,1516,0,414,0,0,17,178,
0,0.0000,347,0,478,0,0,17,317,
0,0.0000,181,0,549,0,0,18,341,
0,0.0000,436,0,664,0,0,18,593,
0,0.0000,590,0,301,0,0,18,269,
0,0.0000,755,0,378,0,0,18,344,
0,0.0000,6335,0,554,0,0,18,482,
0,0.0000,231,0,663,0,0,18,343,
0,0.0000,144,0,510,0,0,19,298,
0,0.0000,314,0,436,0,0,19,374,
0,0.0000,308,0,357,0,0,19,257,
0,0.0000,153,0,473,0,0,19,453,
0,0.0000,1018,0,444,0,0,19,375,
0,0.0000,706,0,311,0,0,19,287,
0,0.0000,396,0,566,0,0,20,325,
0,0.0000,674,0,635,0,0,20,215,
0,0.0000,44,0,568,0,0,20,327,
0,0.0000,271,0,498,0,0,20,432,
0,0.0000,408,0,567,0,0,20,319,
0,0.0000,79,0,688,0,0,20,209,
0,0.0000,99,0,556,0,0,21,383,
0,0.0000,566,0,488,0,0,21,303,
0,0.0000,212,0,388,0,0,21,215,
0,0.0000,6,0,893,0,0,0,0,
0,0.0000,8,0,353,0,0,0,0,
0,0.0000,14,0,375,0,0,0,0,
0,0.0000,26,0,372,0,0,0,0,
0,0.0000,12,0,144,0,0,0,0,
0,0.0000,12,0,500,0,0,0,0,
0,0.0000,25,0,555,0,0,0,0,
0,0.0000,29,0,694,0,0,0,0,
0,0.0000,33,0,678,0,0,0,0,
0,0.0000,33,0,845,0,0,0,0,
0,0.0000,33,0,645,0,0,0,0,
0,0.0000,32,0,365,0,0,0,0,
0,0.0000,33,0,488,0,0,0,0,
0,0.0000,19,0,236,0,0,0,0,
0,0.0000,32,0,332,0,0,0,0,
0,0.0000,37,0,686,0,0,0,0,
0,0.0000,27,0,512,0,0,0,0,
0,0.0000,33,0,422,0,0,0,0,
0,0.0000,53,0,369,0,0,0,0,
0,0.0000,50,0,500,0,0,0,0,
0,0.0000,64,0,274,0,0,0,0,
0,0.0000,50,0,620,0,0,0,0,
0,0.0000,49,0,413,0,0,0,0,
0,0.0000,63,0,598,0,0,0,0,
0,0.0000,27,0,468,0,0,0,0,
0,0.0000,75,0,195,0,0,0,0,
0,0.0000,88,0,348,0,0,0,0,
0,0.0000,83,0,435,0,0,0,0,
0,0.0000,98,0,394,0,0,0,0,
0,0.0000,98,0,286,0,0,0,0,
0,0.0000,93,0,528,0,0,0,0,
0,0.0000,154,0,304,0,0,0,0,
0,0.0000,36,0,728,0,0,10,728,
0,0.0000,146,0,733,0,0,0,0,
0,0.0000,105,0,577,0,0,0,0,
0,0.0000,129,0,409,0,0,0,0,
0,0.0000,155,0,542,0,0,0,0,
0,0.0000,267,0,407,0,0,0,0,
0,0.0000,255,0,341,0,0,0,0,
0,0.0000,222,0,509,0,0,0,0,
0,0.0000,264,0,513,0,0,0,0,
0,0.0000,79,0,383,0,0,11,353,
0,0.0000,353,0,478,0,0,0,0,
0,0.0000,613,0,656,0,0,0,0,
0,0.0000,466,0,315,0,0,0,0,
0,0.0000,406,0,457,0,0,12,208,
0,0.0000,16,0,710,0,0,12,417,
0,0.0000,474,0,311,0,0,0,0,
0,0.0000,446,0,669,0,0,0,0,
0,0.0000,76,0,446,0,0,13,265,
0,0.0000,294,0,352,0,0,13,352,
0,0.0000,831,0,301,0,0,13,123,
0,0.0000,397,0,328,0,0,13,393,
0,0.0000,910,0,569,0,0,0,0,
0,0.0000,99,0,358,0,0,13,324,
0,0.0000,491,0,663,0,0,14,661,
0,0.0000,299,0,360,0,0,14,360,
0,0.0000,253,0,583,0,0,14,283,
0,0.0000,2111,0,679,0,0,0,0,
0,0.0000,165,0,548,0,0,14,435,
0,0.0000,2029,0,426,0,0,0,0,
0,0.0000,49,0,656,0,0,15,404,
0,0.0000,3845,0,488,0,0,0,0,
0,0.0000,304,0,482,0,0,15,341,
0,0.0000,4203,0,585,0,0,0,0,
0,0.0000,681,0,365,0,0,15,325,
0,0.0000,455,0,481,0,0,15,296,
0,0.0000,998,0,473,0,0,16,351,
0,0.0000,178,0,405,0,0,16,335,
0,0.0000,155,0,573,0,0,16,368,
0,0.0000,930,0,268,0,0,16,191,
0,0.0000,101,0,658,0,0,16,442,
0,0.0000,641,0,567,0,0,16,418,
0,0.0000,583,0,164,0,0,17,164,
0,0.0000,62,0,706,0,0,17,350,
0,0.0000,1127,0,408,0,0,17,283,
0,0.0000,160,0,568,0,0,17,450,
0,0.0000,711,0,414,0,0,17,414,
0,0.0000,476,0,478,0,0,17,195,
0,0.0000,37527,0,549,0,0,0,0,
0,0.0000,204,0,664,0,0,18,563,
0,0.0000,320,0,301,0,0,18,256,
0,0.0000,675,0,378,0,0,18,344,
0,0.0000,438,0,554,0,0,18,482,
0,0.0000,386,0,663,0,0,18,343,
0,0.0000,259,0,510,0,0,19,298,
0,0.0000,251,0,436,0,0,19,365,
0,0.0000,1948,0,357,0,0,19,257,
0,0.0000,223,0,473,0,0,19,278,
0,0.0000,596,0,444,0,0,19,375,
0,0.0000,864,0,311,0,0,19,207,
0,0.0000,1602,0,566,0,0,20,522,
0,0.0000,439,0,635,0,0,20,215,
0,0.0000,64,0,568,0,0,20,395,
0,0.0000,435,0,498,0,0,20,435,
0,0.0000,245,0,567,0,0,20,219,
0,0.0000,622,0,688,0,0,20,522,
0,0.0000,50,0,556,0,0,21,381,
0,0.0000,349,0,488,0,0,21,206,
0,0.0000,1080,0,388,0,0,21,325,
0,0.0000,7,0,893,0,0,0,0,
0,0.0000,9,0,353,0,0,0,0,
0,0.0000,8,0,375,0,0,0,0,
0,0.0000,8,0,372,0,0,0,0,
0,0.0000,9,0,144,0,0,0,0,
0,0.0000,7,0,500,0,0,0,0,
0,0.0000,22,0,555,0,0,0,0,
0,0.0000,10,0,694,0,0,0,0,
0,0.0000,11,0,678,0,0,0,0,
0,0.0000,11,0,845,0,0,0,0,
0,0.0000,11,0,645,0,0,0,0,
0,0.0000,11,0,365,0,0,0,0,
0,0.0000,27,0,488,0,0,0,0,
0,0.0000,16,0,236,0,0,0,0,
0,0.0000,16,0,332,0,0,0,0,
0,0.0000,16,0,686,0,0,0,0,
0,0.0000,16,0,512,0,0,0,0,
0,0.0000,16,0,422,0,0,0,0,
0,0.0000,35,0,369,0,0,0,0,
0,0.0000,32,0,500,0,0,0,0,
0,0.0000,39,0,274,0,0,0,0,
0,0.0000,46,0,620,0,0,0,0,
0,0.0000,47,0,413,0,0,0,0,
0,0.0000,30,0,598,0,0,0,0,
0,0.0000,29,0,468,0,0,0,0,
0,0.0000,40,0,195,0,0,9,498,
0,0.0000,68,0,348,0,0,0,0,
0,0.0000,53,0,435,0,0,0,0,
0,0.0000,67,0,394,0,0,0,0,
0,0.0000,70,0,286,0,0,0,0,
0,0.0000,52,0,528,0,0,0,0,
0,0.0000,68,0,304,0,0,10,349,
0,0.0000,60,0,728,0,0,10,842,
0,0.0000,133,0,733,0,0,0,0,
0,0.0000,129,0,577,0,0,0,0,
0,0.0000,133,0,409,0,0,0,0,
0,0.0000,122,0,542,0,0,0,0,
0,0.0000,60,0,407,0,0,11,407,
0,0.0000,27,0,341,0,0,11,341,
0,0.0000,54,0,509,0,0,11,757,
0,0.0000,263,0,513,0,0,0,0,
0,0.0000,257,0,383,0,0,0,0,
0,0.0000,77,0,478,0,0,11,735,
0,0.0000,632,0,656,0,0,0,0,
0,0.0000,685,0,315,0,0,0,0,
0,0.0000,558,0,457,0,0,0,0,
0,0.0000,667,0,710,0,0,0,0,
0,0.0000,319,0,311,0,0,12,311,
0,0.0000,648,0,669,0,0,0,0,
0,0.0000,169,0,446,0,0,13,265,
0,0.0000,979,0,352,0,0,0,0,
0,0.0000,71,0,301,0,0,13,395,
0,0.0000,398,0,328,0,0,13,328,
0,0.0000,574,0,569,0,0,13,950,
0,0.0000,1015,0,358,0,0,13,237,
0,0.0000,1216,0,663,0,0,14,717,
0,0.0000,324,0,360,0,0,14,255,
0,0.0000,1710,0,583,0,0,14,263,
0,0.0000,2189,0,679,0,0,0,0,
0,0.0000,41,0,548,0,0,14,364,
0,0.0000,1515,0,426,0,0,14,426,
0,0.0000,64,0,656,0,0,15,757,
0,0.0000,175,0,488,0,0,15,409,
0,0.0000,81,0,482,0,0,15,372,
0,0.0000,1592,0,585,0,0,15,408,
0,0.0000,332,0,365,0,0,15,325,
0,0.0000,249,0,481,0,0,15,223,
0,0.0000,145,0,473,0,0,16,300,
0,0.0000,205,0,405,0,0,16,340,
0,0.0000,96,0,573,0,0,16,337,
0,0.0000,341,0,268,0,0,16,256,
0,0.0000,1753,0,658,0,0,16,442,
0,0.0000,101,0,567,0,0,16,287,
0,0.0000,1281,0,164,0,0,17,426,
0,0.0000,20355,0,706,0,0,0,0,
0,0.0000,177,0,408,0,0,17,283,
0,0.0000,909,0,568,0,0,17,466,
0,0.0000,121,0,414,0,0,17,310,
0,0.0000,1095,0,478,0,0,17,317,
0,0.0000,415,0,549,0,0,18,338,
0,0.0000,639,0,664,0,0,18,753,
0,0.0000,434,0,301,0,0,18,244,
0,0.0000,548,0,378,0,0,18,353,
0,0.0000,9872,0,554,0,0,18,730,
0,0.0000,903,0,663,0,0,18,343,
0,0.0000,419,0,510,0,0,19,298,
0,0.0000,397,0,436,0,0,19,302,
0,0.0000,940,0,357,0,0,19,166,
0,0.0000,2665,0,473,0,0,19,471,
0,0.0000,87,0,444,0,0,19,346,
0,0.0000,528,0,311,0,0,19,267,
0,0.0000,444,0,566,0,0,20,325,
0,0.0000,130,0,635,0,0,20,292,
0,0.0000,112,0,568,0,0,20,201,
0,0.0000,446,0,498,0,0,20,348,
0,0.0000,562,0,567,0,0,20,365,
0,0.0000,51,0,688,0,0,20,209,
0,0.0000,1840,0,556,0,0,21,456,
0,0.0000,278,0,488,0,0,21,455,
0,0.0000,994,0,388,0,0,21,201,
0,0.0000,7,0,893,0,0,0,0,
0,0.0000,9,0,353,0,0,0,0,
0,0.0000,22,0,375,0,0,0,0,
0,0.0000,13,0,372,0,0,0,0,
0,0.0000,10,0,144,0,0,0,0,
0,0.0000,10,0,500,0,0,0,0,
0,0.0000,11,0,555,0,0,0,0,
0,0.0000,17,0,694,0,0,0,0,
0,0.0000,25,0,678,0,0,0,0,
0,0.0000,32,0,845,0,0,0,0,
0,0.0000,11,0,645,0,0,0,0,
0,0.0000,10,0,365,0,0,0,0,
0,0.0000,10,0,488,0,0,0,0,
0,0.0000,16,0,236,0,0,0,0,
0,0.0000,7,0,332,0,0,7,416,
0,0.0000,17,0,686,0,0,0,0,
0,0.0000,30,0,512,0,0,0,0,
0,0.0000,16,0,422,0,0,0,0,
0,0.0000,30,0,369,0,0,0,0,
0,0.0000,45,0,500,0,0,0,0,
0,0.0000,42,0,274,0,0,0,0,
0,0.0000,42,0,620,0,0,0,0,
0,0.0000,30,0,413,0,0,0,0,
0,0.0000,27,0,598,0,0,0,0,
0,0.0000,41,0,468,0,0,0,0,
0,0.0000,123,0,195,0,0,0,0,
0,0.0000,67,0,348,0,0,0,0,
0,0.0000,66,0,435,0,0,0,0,
0,0.0000,13,0,394,0,0,9,803,
0,0.0000,52,0,286,0,0,0,0,
0,0.0000,66,0,528,0,0,0,0,
0,0.0000,118,0,304,0,0,0,0,
0,0.0000,42,0,728,0,0,10,728,
0,0.0000,124,0,733,0,0,0,0,
0,0.0000,135,0,577,0,0,0,0,
0,0.0000,134,0,409,0,0,0,0,
0,0.0000,122,0,542,0,0,0,0,
0,0.0000,236,0,407,0,0,0,0,
0,0.0000,286,0,341,0,0,0,0,
0,0.0000,52,0,509,0,0,11,508,
0,0.0000,31,0,513,0,0,11,472,
0,0.0000,213,0,383,0,0,0,0,
0,0.0000,139,0,478,0,0,11,735,
0,0.0000,498,0,656,0,0,0,0,
0,0.0000,428,0,315,0,0,12,101,
0,0.0000,468,0,457,0,0,0,0,
0,0.0000,434,0,710,0,0,0,0,
0,0.0000,268,0,311,0,0,12,249,
0,0.0000,479,0,669,0,0,0,0,
0,0.0000,485,0,446,0,0,13,169,
0,0.0000,195,0,352,0,0,13,352,
0,0.0000,459,0,301,0,0,13,201,
0,0.0000,1003,0,328,0,0,0,0,
0,0.0000,1158,0,569,0,0,0,0,
0,0.0000,64,0,358,0,0,13,379,
0,0.0000,519,0,663,0,0,14,663,
0,0.0000,214,0,360,0,0,14,123,
0,0.0000,82,0,583,0,0,14,283,
0,0.0000,1940,0,679,0,0,0,0,
0,0.0000,64,0,548,0,0,14,398,
0,0.0000,2037,0,426,0,0,14,198,
0,0.0000,4455,0,656,0,0,0,0,
0,0.0000,935,0,488,0,0,15,488,
0,0.0000,3796,0,482,0,0,15,170,
0,0.0000,1075,0,585,0,0,15,709,
0,0.0000,1167,0,365,0,0,15,809,
0,0.0000,80,0,481,0,0,15,481,
0,0.0000,9114,0,473,0,0,0,0,
0,0.0000,227,0,405,0,0,16,335,
0,0.0000,349,0,573,0,0,16,337,
0,0.0000,500,0,268,0,0,16,191,
0,0.0000,146,0,658,0,0,16,442,
0,0.0000,272,0,567,0,0,16,330,
0,0.0000,1959,0,164,0,0,17,164,
0,0.0000,16483,0,706,0,0,0,0,
0,0.0000,769,0,408,0,0,17,312,
0,0.0000,1255,0,568,0,0,17,447,
0,0.0000,779,0,414,0,0,17,211,
0,0.0000,114,0,478,0,0,17,345,
0,0.0000,103,0,549,0,0,18,338,
0,0.0000,1652,0,664,0,0,18,563,
0,0.0000,331,0,301,0,0,18,256,
0,0.0000,464,0,378,0,0,18,278,
0,0.0000,1131,0,554,0,0,18,378,
0,0.0000,939,0,663,0,0,18,81,
0,0.0000,1246,0,510,0,0,19,424,
0,0.0000,896,0,436,0,0,19,328,
0,0.0000,519,0,357,0,0,19,166,
0,0.0000,79,0,473,0,0,19,321,
0,0.0000,1054,0,444,0,0,19,346,
0,0.0000,1222,0,311,0,0,19,294,
0,0.0000,287,0,566,0,0,20,460,
0,0.0000,188,0,635,0,0,20,467,
0,0.0000,1465,0,568,0,0,20,506,
0,0.0000,612,0,498,0,0,20,270,
0,0.0000,211,0,567,0,0,20,360,
0,0.0000,1383,0,688,0,0,20,534,
0,0.0000,519,0,556,0,0,21,518,
0,0.0000,346,0,488,0,0,21,303,
0,0.0000,410,0,388,0,0,21,325,
0,0.0000,21,0,893,0,0,0,0,
0,0.0000,35,0,353,0,0,0,0,
0,0.0000,8,0,375,0,0,0,0,
0,0.0000,31,0,372,0,0,0,0,
0,0.0000,35,0,144,0,0,0,0,
0,0.0000,51,0,500,0,0,0,0,
0,0.0000,8,0,555,0,0,0,0,
0,0.0000,10,0,694,0,0,0,0,
0,0.0000,10,0,678,0,0,0,0,
0,0.0000,10,0,845,0,0,0,0,
0,0.0000,9,0,645,0,0,0,0,
0,0.0000,9,0,365,0,0,0,0,
0,0.0000,9,0,488,0,0,0,0,
0,0.0000,32,0,236,0,0,0,0,
0,0.0000,26,0,332,0,0,0,0,
0,0.0000,23,0,686,0,0,0,0,
